#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
217,HA-0118,70,70,0,-,0
217,HA-0144,70,70,0,0,0
217,HA-0161,70,70,0,0,0
217,HA-0164,70,70,0,-,-
217,HA-0166,70,70,0,0,-
217,HA-0174,70,70,0,0,0
217,HA-0185,70,70,0,0,0
217,HA-0197,70,70,0,-,-
226,HA-0142,69,65,4,0,0
227,HA-0260,68,60,8,-,-
228,HA-0157,65,65,0,0,-
228,HA-0173,65,65,0,-,0
228,HA-0176,65,65,-,-,-
228,HA-0205,65,65,0,0,0
232,HA-0134,63,50,0,8,5
233,HA-0106,60,60,0,0,0
233,HA-0154,60,60,0,0,0
233,HA-0221,60,60,0,0,0
233,HA-0232,60,60,0,-,-
237,HA-0187,58,50,8,0,-
238,HA-0183,57,45,4,8,0
239,HA-0139,55,55,0,0,0
239,HA-0153,55,55,-,-,-
239,HA-0225,55,55,0,0,0
242,HA-0105,53,45,8,-,0
243,HA-0163,50,50,0,0,0
243,HA-0182,50,50,0,0,0
243,HA-0201,50,50,-,-,-
243,HA-0211,50,50,0,0,0
243,HA-0215,50,50,0,-,-
243,HA-0216,50,50,-,0,-
249,HA-0150,45,45,-,0,-
249,HA-0231,45,45,0,0,0
251,HA-0146,40,40,0,-,-
251,HA-0184,40,40,0,0,0
251,HA-0227,40,40,0,-,-
254,HA-0188,30,30,0,0,0
255,HA-0027,29,0,24,-,5
256,HA-0219,25,25,0,-,0
257,HA-0151,20,0,20,0,-
258,HA-0214,15,15,0,-,0
259,HA-0113,12,0,12,-,-
260,HA-0092,0,0,0,-,-
260,HA-0096,0,0,0,-,0
260,HA-0100,0,0,0,0,0
260,HA-0119,0,0,0,0,0
260,HA-0192,0,0,0,-,-
260,HA-0210,0,0,0,0,-
260,HA-0229,0,0,-,-,-
