#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
373,HN-0298,70,70,0,-,-
373,HN-0469,70,70,0,0,0
386,HN-0203,69,65,4,0,0
387,HN-0152,67,55,0,12,0
388,HN-0182,65,65,0,0,0
388,HN-0193,65,65,0,0,0
388,HN-0215,65,65,-,-,-
388,HN-0224,65,65,0,0,-
388,HN-0225,65,65,0,0,0
388,HN-0251,65,65,0,0,0
388,HN-0254,65,65,0,0,0
388,HN-0257,65,65,0,-,0
388,HN-0269,65,65,0,0,0
388,HN-0275,65,65,0,-,-
388,HN-0288,65,65,-,0,-
388,HN-0295,65,65,0,-,-
400,HN-0281,63,55,8,0,0
401,HN-0191,60,60,-,-,-
401,HN-0194,60,60,0,-,-
401,HN-0206,60,60,0,0,0
401,HN-0227,60,40,20,0,0
401,HN-0246,60,60,0,-,-
401,HN-0292,60,60,0,0,0
401,HN-0482,60,60,-,-,-
408,HN-0354,58,50,8,0,0
408,HN-0444,58,50,8,-,-
410,HN-0171,55,55,0,0,-
410,HN-0213,55,55,0,0,0
410,HN-0219,55,55,0,-,0
410,HN-0270,55,55,0,0,-
410,HN-0273,55,55,0,0,-
410,HN-0297,55,55,0,-,-
410,HN-0301,55,55,0,-,-
417,HN-0226,50,50,0,-,-
417,HN-0302,50,50,0,0,0
419,HN-0300,46,30,8,8,0
420,HN-0450,41,25,4,12,0
421,HN-0190,40,40,0,0,0
421,HN-0252,40,40,0,0,0
421,HN-0278,40,40,0,-,-
424,HN-0183,35,35,0,0,0
424,HN-0205,35,35,0,-,-
426,HN-0133,30,30,0,0,0
426,HN-0202,30,10,20,0,0
428,HN-0239,25,25,0,-,-
428,HN-0263,25,25,0,0,0
428,HN-0268,25,25,0,0,0
431,HN-0187,20,20,0,0,0
431,HN-0196,20,20,0,0,0
431,HN-0247,20,20,0,0,0
431,HN-0299,20,20,0,0,0
435,HN-0198,15,15,0,0,0
435,HN-0249,15,15,-,0,-
435,HN-0261,15,15,-,-,-
435,HN-0285,15,15,0,0,0
435,HN-0296,15,15,0,-,-
440,HN-0223,10,10,0,0,-
440,HN-0284,10,10,0,-,-
440,HN-0294,10,10,0,0,0
443,HN-0136,5,0,0,0,5
444,HN-0026,4,0,4,-,-
445,HN-0162,0,0,-,-,-
445,HN-0168,0,0,0,0,0
445,HN-0174,0,0,0,0,-
445,HN-0177,0,0,0,0,0
445,HN-0204,0,0,0,0,0
445,HN-0253,0,0,0,0,0
445,HN-0276,0,0,0,0,0
445,HN-0279,0,0,0,0,0
445,HN-0287,0,0,0,0,0
445,HN-0308,0,0,0,0,0
