#,用户,总分数,#1 NOIP2025GFA,#2 NOIP2025GFB,#3 NOIP2025GFC,#4 NOIP2025GFD
459,BJ-0231,95,95,0,0,-
459,BJ-0245,95,95,0,0,-
459,BJ-0252,95,95,-,0,-
459,BJ-0255,95,95,0,-,-
459,BJ-0286,95,95,-,-,-
459,BJ-0295,95,95,0,-,-
459,BJ-0330,95,95,0,0,0
459,BJ-0337,95,95,-,-,-
459,BJ-0348,95,95,0,-,-
459,BJ-0355,95,95,0,0,0
459,BJ-0356,95,95,0,0,0
459,BJ-0357,95,95,0,0,-
459,BJ-0409,95,95,0,-,0
459,BJ-0434,95,95,0,-,0
459,BJ-0435,95,95,-,-,-
459,BJ-0472,95,95,0,-,0
459,BJ-0551,95,95,0,-,-
459,BJ-0557,95,95,0,0,-
459,BJ-0561,95,95,-,0,-
459,BJ-0574,95,95,0,0,0
459,BJ-0575,95,95,0,-,-
459,BJ-0619,95,65,20,0,10
459,BJ-0681,95,95,0,0,0
490,BJ-0184,94,70,24,0,0
490,BJ-0287,94,90,4,0,-
490,BJ-0376,94,90,4,0,-
490,BJ-0468,94,90,4,0,-
490,BJ-0475,94,70,0,24,-
490,BJ-0485,94,90,4,0,0
490,BJ-0546,94,90,4,0,-
490,BJ-0627,94,90,4,-,0
498,BJ-0187,93,85,8,0,-
499,BJ-0086,92,80,4,8,-
499,BJ-0392,92,80,12,0,0
501,BJ-0110,91,75,8,8,-
501,BJ-0265,91,70,12,4,5
503,BJ-0039,90,90,0,-,-
503,BJ-0043,90,90,0,0,0
503,BJ-0094,90,90,-,-,0
503,BJ-0103,90,90,0,0,0
503,BJ-0151,90,90,0,-,-
503,BJ-0218,90,90,0,-,-
503,BJ-0232,90,90,0,-,-
503,BJ-0238,90,90,0,0,0
503,BJ-0293,90,65,20,-,5
503,BJ-0307,90,90,0,-,-
503,BJ-0310,90,90,0,-,-
503,BJ-0441,90,70,20,0,-
503,BJ-0493,90,90,0,-,-
503,BJ-0526,90,70,20,-,-
503,BJ-0606,90,90,0,-,-
503,BJ-0629,90,90,0,0,-
503,BJ-0634,90,90,-,0,-
503,BJ-0670,90,90,0,-,-
521,BJ-0060,88,75,0,8,5
521,BJ-0261,88,80,8,0,0
521,BJ-0385,88,80,8,0,-
521,BJ-0412,88,80,0,8,-
521,BJ-0477,88,80,8,0,0
521,BJ-0620,88,80,8,-,0
527,BJ-0405,87,75,12,0,-
528,BJ-0363,86,70,0,16,0
528,BJ-0413,86,70,16,0,0
528,BJ-0677,86,70,4,12,-
531,BJ-0058,85,85,0,-,-
531,BJ-0279,85,85,0,0,0
531,BJ-0317,85,85,0,0,-
531,BJ-0340,85,85,0,0,0
531,BJ-0345,85,85,0,0,0
531,BJ-0406,85,85,0,0,-
531,BJ-0433,85,65,20,0,0
531,BJ-0487,85,85,0,-,0
531,BJ-0550,85,85,0,-,0
531,BJ-0600,85,85,0,0,0
531,BJ-0622,85,85,0,-,-
531,BJ-0682,85,85,0,0,0
543,BJ-0101,84,80,4,0,0
543,BJ-0248,84,80,4,0,-
543,BJ-0326,84,80,4,0,0
543,BJ-0411,84,80,4,-,-
543,BJ-0580,84,80,4,0,0
548,BJ-0294,83,75,8,-,-
548,BJ-0366,83,75,8,-,-
548,BJ-0419,83,75,8,0,-
551,BJ-0216,82,70,12,0,-
551,BJ-0418,82,70,12,-,0
551,BJ-0423,82,65,0,12,5
554,BJ-0529,81,65,16,0,0
555,BJ-0064,80,80,-,-,0
555,BJ-0107,80,80,0,-,-
555,BJ-0154,80,80,0,0,0
555,BJ-0283,80,60,20,0,0
555,BJ-0339,80,60,20,0,0
555,BJ-0422,80,80,0,-,-
555,BJ-0464,80,75,0,-,5
562,BJ-0063,78,70,8,0,0
563,BJ-0051,75,75,0,0,-
563,BJ-0083,75,75,0,0,0
563,BJ-0168,75,75,0,-,0
563,BJ-0211,75,70,0,-,5
563,BJ-0229,75,75,0,0,0
563,BJ-0304,75,75,0,-,-
563,BJ-0319,75,75,0,0,-
563,BJ-0328,75,75,0,-,-
563,BJ-0329,75,65,0,0,10
563,BJ-0350,75,75,0,0,0
563,BJ-0509,75,70,0,0,5
563,BJ-0609,75,75,0,0,0
563,BJ-0646,75,70,0,-,5
576,BJ-0180,74,70,4,0,0
577,BJ-0179,73,65,8,-,-
577,BJ-0369,73,65,0,8,0
579,BJ-0188,72,60,4,8,-
580,BJ-0031,70,70,0,-,-
580,BJ-0047,70,70,0,-,-
580,BJ-0158,70,70,0,-,-
580,BJ-0167,70,70,0,0,0
580,BJ-0234,70,70,0,0,0
580,BJ-0266,70,70,0,0,0
580,BJ-0289,70,70,0,0,-
580,BJ-0323,70,70,0,0,-
580,BJ-0344,70,70,-,-,0
580,BJ-0364,70,70,0,0,0
580,BJ-0395,70,70,0,0,0
580,BJ-0403,70,70,0,0,0
580,BJ-0492,70,70,0,-,-
580,BJ-0664,70,70,0,0,-
594,BJ-0488,69,65,4,0,0
594,BJ-0633,69,60,4,-,5
596,BJ-0035,65,60,0,0,5
596,BJ-0054,65,65,0,0,-
596,BJ-0111,65,65,0,-,-
596,BJ-0152,65,65,0,0,0
